f_effective Mass
48.1750371682 0.000756759296156
48.2047527829 0.000762490547344
48.3331517807 0.000765355933663
48.4581532612 0.000774922241223
48.5562097528 0.000776865087998
48.7002302797 0.00078322552602
48.7276058928 0.000783931768495
48.7490101381 0.00078775626219
48.9534516286 0.000794608918197
49.0212172138 0.000798475747958
49.0542996579 0.000803979236328
49.1953058443 0.000811190858449
49.2523406174 0.000814961343264
49.3064049846 0.00082323682825
49.3955358452 0.000826752883665
49.4323207977 0.00083437901337
49.5488745743 0.000843377444008
49.6898568057 0.00084459037762
49.8084106733 0.000852522795848
49.8392026988 0.000853736169187
49.959981847 0.000860946013815
50.0845226685 0.000867325144247
50.1812969469 0.000868841949205
50.2059349571 0.000878638601072
50.3518535556 0.00088131208376
50.4269112631 0.000888908759558
50.5862908569 0.00089588365182
50.6031436183 0.000904699331617
50.7855783 0.000912315498215
50.8146302454 0.000912707453963
50.8506642247 0.000921873244551
51.0705589819 0.000926269366304
51.2121844212 0.000933508619345
51.3529225283 0.000936396546895
51.4534236437 0.000942022552136
51.486387057 0.000951425141335
51.5472213811 0.000957824051049
51.6762682081 0.000968631709261
51.7501349977 0.000969581936167
51.7700424038 0.000977148596446
51.806667359 0.000979586188863
51.9669911385 0.000988127285654
52.1172632147 0.0009944350645
52.146517812 0.00100572785503
52.2245444425 0.00101542783823
52.4232327789 0.00101943117259
52.4488573131 0.00102886977622
52.5559135451 0.0010353856388
52.6805321374 0.0010418661423
52.8675509525 0.00104764351918
52.9149220283 0.00105486065884
53.0758753537 0.00106154225884
53.2024956312 0.00106738893368
53.2324239339 0.00107139493991
53.3762455729 0.00108219120933
53.416281414 0.00108492623893
53.5495586792 0.00109868387468
53.6105977492 0.00110619993905
53.6563063984 0.00110785477304
53.7383690653 0.00112055959231
53.8640358063 0.00112586394254
53.9242474945 0.00113090787355
54.1012736898 0.00113354295109
54.1722421229 0.00114898606426
54.3851656089 0.00115487878497
54.4434642 0.00116242313695
54.4703222865 0.00116618482705
54.7221035714 0.00117755545048
54.7344485871 0.00118034274362
54.8253323551 0.00118570104935
54.9273617477 0.00119499488437
54.9965669584 0.00120988517121
